year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2015,6,6,masteroppgave rettsvitenska,masteroppgave rettsvitenska,,0,,
2015,6,6,matematikk 1t,matematikk 1t,,4,,
2015,6,6,gyldendal rettsdata,gyldendal rettsdata,,0,,
2015,6,6,modern epidemiology,modern epidemiology,,0,,
2015,6,6,moderniteten og holocaust,moderniteten og holocaust,,0,,
2015,6,6,national security european union,national security european union,,0,,
2015,6,6,niqab,niqab,,0,,
2015,6,6,nsab 2000,nsab 2000,,0,,
2015,6,6,opplysningens dialektikk,opplysningens dialektikk,,0,,
2015,6,6,oxford dictionary,oxford dictionary,,0,,
2015,6,6,p-cable,p cable,,0,,
2015,6,6,paul celan korona,paul celan korona,,0,,
2015,6,6,"paul celan: poet, survivor, jew",paul celan: poet survivor jew,,0,,
2015,6,6,"pharmaceutical medicine, biotechnology and european law",pharmaceutical medicine biotechnology and european law,,2,,
2015,6,6,popper objective knowledge,popper objective knowledge,,3,,
2015,6,6,psychology: the science of mind and behaviour,psychology: the science of mind and behaviour,,3,,
2015,6,6,pär lagerkvist,pär lagerkvist,,4,,
2015,6,6,rahmenerzählungen,rahmenerzählungen,,0,,
2015,6,6,repatriering (museologi),repatriering museologi,,0,,
2015,6,6,research in maritime history,research in maritime history,,4,,
2015,6,6,retorikk stil,retorikk stil,,0,,
2015,6,6,rettssosiologi,rettssosiologi,,3,,
2015,6,6,"sammensatte tekster / løvland,a",sammensatte tekster løvlanda,,0,,
2015,6,6,schibboleth,schibboleth,,0,,
2015,6,6,schizophrenia / music,schizophrenia music,,0,,
2015,6,6,ordnett.no,ordnettno,,0,,
2015,6,6,sosial kapital,sosial kapital,,3,,
2015,6,6,"hesstvedt, eigil",hesstvedt eigil,,0,,
2015,6,6,"the art of computer systems performance analysis: techniques for experimental design, measurement, simulation, and modeling",the art of computer systems performance analysis: techniques for experimental design measurement simulation and modeling,,0,,
2015,6,6,the molecular biology of memory storage,the molecular biology of memory storage,,0,,
2015,6,6,tvangsfullbyrdelsesloven,tvangsfullbyrdelsesloven,,0,,
2015,6,6,victor pelevin,victor pelevin,,3,,
2015,6,6,øre nese hals,øre nese hals,,0,,
2015,6,5,autumn paul celan,autumn paul celan,,0,,
2015,6,5,harry potter,harry potter,,0,,
2015,6,5,blod slim galde,blod slim galde,,5,,
2015,6,5,bornstein development in infancy,bornstein development in infancy,,0,,
2015,6,5,brain hierarchy panksepp,brain hierarchy panksepp,,0,,
2015,6,5,christine jacobsen,christine jacobsen,,5,,
2015,6,5,cognitive control,cognitive control,,0,,
2015,6,5,damsa,damsa,,0,,
2015,6,5,den nye kultursosiologien,den nye kultursosiologien,,1,,
2015,6,5,econometrics,econometrics,,0,,
2015,6,5,"eide, asbjørn",eide asbjørn,,0,,
2015,6,5,"""environmental sustainability"" / ""best practice"" / ""communication""",environmental sustainability best practice communication,,0,,
2015,6,5,ethnographic research,ethnographic research,,0,,
2015,6,5,etterrakst,etterrakst,,0,,
2015,6,5,extraction of stream channels in high-resolution digital terrain images using morphology,extraction of stream channels in high resolution digital terrain images using morphology,,0,,
2015,6,5,general linguistics,general linguistics,,0,,
2015,6,5,handbook of attachment,handbook of attachment,,0,,
2015,6,5,harris joseph eddic,harris joseph eddic,,0,,
2015,6,5,hvordan tiden har betydning for oplevelsen af hjemlighed på en institution,hvordan tiden har betydning for oplevelsen af hjemlighed på en institution,,0,,
2015,6,5,journal of rheumatology,journal of rheumatology,,3,,
2015,6,5,lars munkhammar,lars munkhammar,,0,,
2015,6,5,lauvås,lauvås,,0,,
2015,6,5,lucy riall,lucy riall,,0,,
2015,6,5,matematikk pedagogikk,matematikk pedagogikk,,0,,
2015,6,5,meat science second edition,meat science second edition,,5,,
2015,6,5,medieval scandinavia an ecyclopedia,medieval scandinavia an ecyclopedia,,0,,
2015,6,5,museum exhibition: theory and practice,museum exhibition: theory and practice,,0,,
2015,6,5,nattmennesker,nattmennesker,,0,,
2015,6,5,nordisk speditørforbunds almindelige bestemmelser,nordisk speditørforbunds almindelige bestemmelser,,0,,
2015,6,5,principles of program analysis,principles of program analysis,,0,,
2015,6,5,relasjonskompetanse spurkeland,relasjonskompetanse spurkeland,,1,,
2015,6,5,revisiting the language policy in tanzania: a comparative study of geography classes taught in kiswahili and english,revisiting the language policy in tanzania: a comparative study of geography classes taught in kiswahili and english,,0,,
2015,6,5,sacred cow,sacred cow,,0,,
2015,6,5,seven days in the artworld,seven days in the artworld,,0,,
2015,6,5,shyam tikwani,shyam tikwani,,0,,
2015,6,5,sibyllan,sibyllan,,5,,
2015,6,5,"solli, audun",solli audun,,0,,
2015,6,5,sosial kapital i norge,sosial kapital i norge,,4,,
2015,6,5,sosiologi,sosiologi,,0,,
2015,6,5,new york review of books,new york review of books,,0,,
2015,6,5,stolzenberg great art knowing,stolzenberg great art knowing,,0,,
2015,6,5,straffelover,straffelover,,0,,
2015,6,5,"""terje tvedt""",terje tvedt,,0,,
2015,6,5,the importance of aphasia group treatment,the importance of aphasia group treatment,,0,,
2015,6,5,to breathe freely,to breathe freely,,0,,
2015,6,5,tove pettersen,tove pettersen,,1,,
2015,6,5,veien til førerkortet,veien til førerkortet,,0,,
2015,6,5,viktor pelevin,viktor pelevin,,0,,
2015,11,145,harry potter,harry potter,,9,,1642846897
2015,11,108,cmos,cmos,,50,,828602963
2015,11,78,hamsun,hamsun,,33,,3207025641
2015,11,74,pubmed,pubmed,,1,,9239844662
2015,11,63,atekst,atekst,,0,,1763492063
2015,11,59,dante,dante,,10,,9804576271
2015,11,41,ugeskrift for læger,ugeskrift for læger,,3,,7955926829
2015,11,39,nomenclatural novelties postia caesia,nomenclatural novelties postia caesia,,0,,461538462
2015,11,39,open journal of philosophy,open journal of philosophy,,9,,2760871795
2015,11,35,ibsen,ibsen,,1,,1852571429
2015,11,35,den norske velferdsstaten,den norske velferdsstaten,,5,,3228823529
2015,11,34,spesialpedagogikk,spesialpedagogikk,,4,,5043181818
2015,11,34,sociological theories: race and colonialism,sociological theories: race and colonialism,,0,,1599117647
2015,11,33,jobb kunnskapsbasert,jobb kunnskapsbasert,,1,,6
2015,11,33,reading comprehension,reading comprehension,,9,,5566642424
2015,11,31,jussens venner,jussens venner,,1,,5874193548
2015,11,31,det norske samfunn,det norske samfunn,,2,,1444129032
2015,11,31,looming towers,looming towers,,18,,1266774194
2015,11,29,pelsjeger i canada,pelsjeger i canada,,3,,448275862
2015,11,28,exphil,exphil,,2,,4385714286
2015,11,28,h.1.2,h12,,1,,1564285714
2015,11,27,american journal of community psychology,american journal of community psychology,,14,,9074444444
2015,11,27,dictionary,dictionary,,0,,2753931852
2015,11,27,et dukkehjem,et dukkehjem,,2,,5169259259
2015,11,26,omsorgssvikt,omsorgssvikt,,0,,4264615385
2015,11,26,postmodernism,postmodernism,,17,,5302307692
2015,11,26,"stokke, olav scham (2007): “qualitative comparative analysis, shaming, and international regime effectiveness”, journal of business research 60 (5) (2007): 501–511. 11 s",stokke olav scham 2007: qualitative comparative analysis shaming and international regime effectiveness journal of business research 60 5 2007: 501–511 11 s,,12,,0
2015,11,25,paal-helge haugen anne,paal helge haugen anne,,0,,1756
2015,11,25,veterinær,veterinær,,0,,45704
2015,11,24,autism with severe learning difficulties,autism with severe learning difficulties,,1,,29475
2015,11,24,ordnett,ordnett,,0,,6625
2015,11,24,ungdom på ville veier,ungdom på ville veier,,2,,345
2015,11,22,lov og rett,lov og rett,,0,,2699
2015,11,22,adhd,adhd,,1,,4109109091
2015,11,22,the economist,the economist,,2,,4258836364
2015,11,22,hermeneutikk,hermeneutikk,,0,,10335
2015,11,22,innføring i forskningsmetodologi,innføring i forskningsmetodologi,,1,,2454545455
2015,11,22,values in criminology and community justice,values in criminology and community justice,,0,,28
2015,11,21,den illegale spriten,den illegale spriten,,0,,6761904762
2015,11,21,hansen ledelse,hansen ledelse,,0,,3550952381
2015,11,21,kunnskapshåndtering bjørndal,kunnskapshåndtering bjørndal,,0,,6
2015,11,21,english dictionary,english dictionary,,1,,2972736667
2015,11,21,studier i økonomisk kriminalitet,studier i økonomisk kriminalitet,,0,,1038095238
2015,11,20,92422497,92422497,,0,,1
2015,11,20,ordbok,ordbok,,1,,182595
2015,11,20,kevin wanner snorri,kevin wanner snorri,,0,,13
2015,11,20,ten years of online dispute resolution,ten years of online dispute resolution,,0,,3
2015,11,20,the logic of congressional action,the logic of congressional action,,10,,16285
2015,11,19,bibsys_ils71527629800002201,bibsys_ils71527629800002201,,0,,789473684
2015,11,19,"christopher t. marsden, ""net neutrality: towards a co-regulatory solution""",christopher t marsden net neutrality: towards a co regulatory solution,,0,,3947368421
2015,11,19,deontology,deontology,,0,,8447368421
2015,11,19,discourse on free will,discourse on free will,,1,,1288005263
2015,11,19,"gleditch, nils petter og ragnhild nordås. 2014. conflicting messages? the ipcc on conflict and human security. political geography",gleditch nils petter og ragnhild nordås 2014 conflicting messages the ipcc on conflict and human security political geography,,0,,0
2015,11,19,help refugees help themselves,help refugees help themselves,,0,,8060105263
2015,11,19,"jeldtoft, nada 2010. lived islam: religious identity with “non-organized” muslim minorities. ethnic and racial studies 1-18.",jeldtoft nada 2010 lived islam: religious identity with non organized muslim minorities ethnic and racial studies 1 18,,0,,1473684211
2015,11,19,net nutrality,net nutrality,,4,,1165263158
2015,11,19,wastewater,wastewater,,0,,1162025789
2015,11,19,wild duck,wild duck,,1,,3069421053
2015,11,18,det kvalitative forskningsintervju,det kvalitative forskningsintervju,,3,,4547777778
2015,11,18,global and regional treaties,global and regional treaties,,3,,6138888889
2015,11,18,dølen,dølen,,0,,5751111111
2015,11,18,dølen 1860,dølen 1860,,0,,5311111111
2015,11,18,fra normalisering til empowerment,fra normalisering til empowerment,,0,,2605555556
2015,11,18,java,java,,1,,2760011111
2015,11,18,roddam,roddam,,0,,1777777778
2015,11,17,9.79E+17,9788270243037,,0,,0
2015,11,17,a guide to ogam,a guide to ogam,,0,,3464705882
2015,11,17,lancet,lancet,,0,,1513687647
2015,11,17,rettskildelære,rettskildelære,,2,,2125882353
2015,11,17,consumers against capitalism,consumers against capitalism,,1,,8712941176
2015,11,17,barnekonvensjonen,barnekonvensjonen,,4,,2197058824
2015,11,17,språk en grunnbok,språk en grunnbok,,4,,3829411765
2015,11,17,pediatric gastroenterology,pediatric gastroenterology,,0,,6918266667
2015,11,17,the french lieutenant's woman / john fowles,the french lieutenants woman john fowles,,0,,6117647059
2015,11,17,mennesker og samfunn,mennesker og samfunn,,0,,5370588235
2015,11,17,oxford english dictionary,oxford english dictionary,,1,,2260214706
2015,11,17,urealinf,urealinf,,1,,5729411765
2015,11,16,nature,nature,,5,,1091207813
2015,11,16,"bornstein, george",bornstein george,,6,,6858
2015,11,16,den iconographiske post,den iconographiske post,,5,,101875
2015,11,16,den nynorske songskatten,den nynorske songskatten,,1,,3
2015,11,16,"fraser. n. (2009). sosial rettferdighet i identitetspolitikkens tidsalder-omfordeling, anerkjennelse og deltakelse. agora 4, 09:213-235.",fraser n 2009 sosial rettferdighet i identitetspolitikkens tidsalder omfordeling anerkjennelse og deltakelse agora 4 09:213 235,,0,,15625
2015,11,16,læringsmiljø klasserom,læringsmiljø klasserom,,0,,254375
2015,11,16,normalitet og avvik,normalitet og avvik,,1,,735625
2015,11,16,silk the classical tradition,silk the classical tradition,,0,,15875
2015,11,16,"small nation, global cinema : the new danish cinema",small nation global cinema : the new danish cinema,,1,,9125
2015,11,16,who global health observatory data repository.,who global health observatory data repository,,0,,486
2015,11,15,9.79E+16,9788202492465,,0,,0
2015,11,15,"@fraser. n. (2009). sosial rettferdighet i identitetspolitikkens tidsalder-omfordeling, anerkjennelse og deltakelse. agora 4, 09:213-235.",@fraser n 2009 sosial rettferdighet i identitetspolitikkens tidsalder omfordeling anerkjennelse og deltakelse agora 4 09:213 235,,0,,18
2015,11,15,demokrati i den norske kirke,demokrati i den norske kirke,,0,,237
2015,11,15,experimental modelling of ground deformation associated with shallow magma intrusions,experimental modelling of ground deformation associated with shallow magma intrusions,,0,,385
2015,11,15,ganding,ganding,,0,,173
2015,11,15,menneskets funksjonelle anatomi,menneskets funksjonelle anatomi,,7,,8666666667
2015,11,15,le partage du sensible,le partage du sensible,,0,,2143333333
2015,11,15,marianne vikås,marianne vikås,,0,,866666667
2015,11,15,politisk tenkning,politisk tenkning,,5,,4120769231
2015,11,15,charles fried,charles fried,,0,,239896
2015,11,15,kommunal organisering,kommunal organisering,,3,,2634285714
2015,11,15,siri aksnes,siri aksnes,,0,,142
2015,11,15,å gripe fortida,å gripe fortida,,5,,3733333333
2015,11,14,science,science,,2,,75140335
2015,11,14,"ariely, gal",ariely gal,,0,,2214285714
2015,11,14,aristotle metaphysics,aristotle metaphysics,,3,,8260785714
2015,11,14,diktsamling 1864,diktsamling 1864,,0,,45
2015,11,14,e.3.0,e30,,0,,785
2015,11,14,human rights war on terror,human rights war on terror,,0,,2384357143
2015,11,14,identity in modern society. a social psychological perspective,identity in modern society a social psychological perspective,,2,,1661428571
2015,11,14,læringsmiljø i klasserommet,læringsmiljø i klasserommet,,2,,2464285714
2015,11,14,medicine,medicine,,1,,1035648369
2015,11,14,phenomenology,phenomenology,,0,,143194
2015,11,14,sitater av per fugelli,sitater av per fugelli,,0,,1285714286
2015,11,14,turbulent plumes in nature,turbulent plumes in nature,,0,,1267857143
2015,11,13,00085753x,00085753x,,0,,307692308
2015,11,13,02299713x,02299713x,,1,,461538462
2015,11,13,asyl barn norge,asyl barn norge,,0,,1284615385
2015,11,13,"briesling, r.",briesling r,,2,,4230769231
2015,11,13,central asiatic journal,central asiatic journal,,0,,1981538462
2015,11,13,"chalk,f.jona.",chalkfjona,,0,,0
2015,11,13,common cold vitamin c,common cold vitamin c,,0,,912
2015,11,13,morgenbladet,morgenbladet,,0,,4536923077
2015,11,13,e-readiness assessment of non-profit ict smes in a developing country: the case of iran,e readiness assessment of non profit ict smes in a developing country: the case of iran,,0,,16
2015,11,13,evalueringsforskning,evalueringsforskning,,0,,32
2015,11,13,nelson mandela,nelson mandela,,3,,2996830769
2015,11,13,grammatikk norsk,grammatikk norsk,,9,,5031538462
2015,11,13,hedda gabler,hedda gabler,,2,,1561615385
2015,11,13,forvaltning og politikk,forvaltning og politikk,,5,,5246363636
2015,11,13,ingar olsen,ingar olsen,,0,,6576923077
2015,11,13,la vie mode d'emploi,la vie mode demploi,,0,,2923076923
2015,11,13,larsen's human embryology,larsens human embryology,,12,,6979230769
2015,11,13,marthe bogen,marthe bogen,,0,,5123076923
2015,11,13,med paulus i italia,med paulus i italia,,0,,1769230769
2015,11,13,gyldendal rettsdata,gyldendal rettsdata,,0,,4353846154
2015,11,13,nature phylogeny and geographical distribution of european msy,nature phylogeny and geographical distribution of european msy,,4,,1269230769
2015,11,13,on the compositional nature of the aspects,on the compositional nature of the aspects,,0,,4819230769
2015,11,13,photodynamic diagnosis mediated by 5-aminolevulinic acid for urinary bladder cancer,photodynamic diagnosis mediated by 5 aminolevulinic acid for urinary bladder cancer,,0,,9
2015,11,13,skatten på sjørøverøya,skatten på sjørøverøya,,0,,7
2015,11,13,social capital,social capital,,9,,1088283846
2015,11,13,studies on microfinance programs 2015,studies on microfinance programs 2015,,0,,1676923077
2015,11,13,the cultural study of music,the cultural study of music,,0,,4545846154
2015,11,13,the french lieutenant's woman,the french lieutenants woman,,3,,8153846154
2015,11,13,the handbook of eyewitness psychology,the handbook of eyewitness psychology,,0,,9746153846
2015,11,13,the multicultural welfare state: international experience and north american narratives,the multicultural welfare state: international experience and north american narratives,,2,,7307692308
2015,11,13,why not socialism,why not socialism,,3,,7319908333
2015,11,13,"wikander, lene",wikander lene,,0,,7363636364
2015,11,12,0178-0336,0178 0336,,0,,1666666667
2015,11,12,0332-1592,0332 1592,,0,,0
2015,11,12,a phase-based approach to russian free word order,a phase based approach to russian free word order,,0,,1333333333
2015,11,12,against marcellus / eusebius,against marcellus eusebius,,12,,120
2015,11,12,aspects on aspect,aspects on aspect,,0,,3133846667
2015,11,12,barnevernspedagogen,barnevernspedagogen,,0,,3333333333
2015,11,12,basic documents on human rights,basic documents on human rights,,5,,1200833333
2015,11,12,clinical neuropsychological assessment,clinical neuropsychological assessment,,0,,3803083333
2015,11,12,constructing musicology,constructing musicology,,0,,45
2015,11,12,dentist fear children,dentist fear children,,0,,156
2015,11,12,"discovering syntax: clause structures of english, german, and romance",discovering syntax: clause structures of english german and romance,,0,,75
2015,11,12,edward l. keenan,edward l keenan,,0,,604225
2015,11,12,etikk,etikk,,0,,1185091667
2015,11,12,exploring science in museums,exploring science in museums,,8,,1833333333
2015,11,12,frank eriksen,frank eriksen,,0,,2303583333
2015,11,12,futhark,futhark,,0,,1791666667
2015,11,12,handbook of attachment 2008,handbook of attachment 2008,,0,,35975
2015,11,12,idunn,idunn,,1,,38975
2015,11,12,innvandrere norge,innvandrere norge,,3,,1710083333
2015,11,12,john fowles,john fowles,,6,,2815
2015,11,12,kunnskapshåndtering,kunnskapshåndtering,,0,,4358333333
2015,11,12,leading libraries : how to create a service culture,leading libraries : how to create a service culture,,8,,3083333333
2015,11,12,locality in minimalist syntax,locality in minimalist syntax,,0,,8533333333
2015,11,12,lucy green,lucy green,,0,,1784233333
2015,11,12,mercury exposure from interior latex paint,mercury exposure from interior latex paint,,0,,9
2015,11,12,minnesmerker,minnesmerker,,0,,16975
2015,11,12,kant,kant,,1,,3488458333
2015,11,12,når sektorbåndene slites,når sektorbåndene slites,,0,,7
2015,11,12,oxford handbook of clinical medicine,oxford handbook of clinical medicine,,0,,5354166667
2015,11,12,biochemistry,biochemistry,,5,,400008
2015,11,12,pierre bourdieus teori om makt,pierre bourdieus teori om makt,,0,,7675
2015,11,12,"qualitative comparative analysis: shaming, and international regime",qualitative comparative analysis: shaming and international regime,,0,,2913333333
2015,11,12,religiøse ledere,religiøse ledere,,0,,4941666667
2015,11,12,retsociologi,retsociologi,,0,,0
2015,11,12,subvolcanic hydrothermal systems: implications from hydrothermal minerals in hydrovolcanic ash,subvolcanic hydrothermal systems: implications from hydrothermal minerals in hydrovolcanic ash,,0,,3666666667
2015,11,12,sætningen og dens led i moderne dansk,sætningen og dens led i moderne dansk,,0,,2333333333
2015,11,12,terje kristensen 1947-,terje kristensen 1947,,0,,1066666667
2015,11,12,the nordic model in education: education as part of the political system in the last 50 years,the nordic model in education: education as part of the political system in the last 50 years,,0,,5408333333
2015,11,12,the republic,the republic,,3,,2882495
2015,11,12,"uroen reiser hodet, frank eriksen",uroen reiser hodet frank eriksen,,0,,1
2015,11,12,vanderbilt journal regional human rights regimes a comparison,vanderbilt journal regional human rights regimes a comparison,,0,,1039
2015,11,12,information modeling and relational databases,information modeling and relational databases,,2,,4335
2015,11,12,why we need a new welfare state,why we need a new welfare state,,2,,1826416667
2015,11,11,"6,3",63,,0,,1670272727
2015,11,11,a rivalry of genius,a rivalry of genius,,6,,5245454545
2015,11,11,a. o. vinje,a o vinje,,0,,2222181818
2015,11,11,appelsiner,appelsiner,,7,,3118181818
2015,11,11,blandkorn 1867,blandkorn 1867,,0,,2454545455
2015,11,11,busemeyer bildungspolitik,busemeyer bildungspolitik,,0,,7454545455
2015,11,11,carmen,carmen,,5,,3471772727
2015,11,11,big java,big java,,3,,1289181818
2015,11,11,community psychology,community psychology,,0,,6290436364
2015,11,11,contemporary philosophy of social science,contemporary philosophy of social science,,0,,2880636364
2015,11,11,dag hessen,dag hessen,,3,,1002818182
2015,11,11,dental caries norway,dental caries norway,,2,,65
2015,11,11,educational research,educational research,,0,,4796616364
2015,11,11,"field experiments: design, analysis, and interpretation",field experiments: design analysis and interpretation,,0,,1712727273
2015,11,11,filmanalyse,filmanalyse,,0,,1363636364
2015,11,11,forbrytelse og straff,forbrytelse og straff,,0,,9481818182
2015,11,11,georges perec,georges perec,,0,,1531818182
2015,11,11,"giuditta cordero-moss, international commercial contracts",giuditta cordero moss international commercial contracts,,0,,4827272727
2015,11,11,grammatikken i bruk,grammatikken i bruk,,0,,1527272727
2015,11,11,hilde handeland,hilde handeland,,0,,1636363636
2015,11,11,hip hop revolution,hip hop revolution,,2,,2711818182
2015,11,11,hungarian english dictionary,hungarian english dictionary,,0,,2269
2015,11,11,islamisme,islamisme,,3,,5682727273
2015,11,11,baudelaire's media aesthetics,baudelaires media aesthetics,,0,,4545454545
2015,11,11,"motivation in education. theory, research and applications",motivation in education theory research and applications,,0,,5124545455
2015,11,11,peter singer,peter singer,,0,,4644318182
2015,11,11,neil gaiman,neil gaiman,,0,,700
2015,11,11,"om forståelse, tolkning og hermeneutikk",om forståelse tolkning og hermeneutikk,,0,,9618181818
2015,11,11,forskjeller i klassen,forskjeller i klassen,,0,,2590909091
2015,11,11,oxford dictionary,oxford dictionary,,0,,2589744545
2015,11,11,party politics in the age of the caesars,party politics in the age of the caesars,,0,,4545454545
2015,11,11,"richard pavko, stefan muellerb",richard pavko stefan muellerb,,0,,0
2015,11,11,rules for the world,rules for the world,,2,,3413418182
2015,11,11,sakprosa i skolen,sakprosa i skolen,,2,,15
2015,11,11,"social rescilence, nordic. culture,policy",social rescilence nordic culturepolicy,,0,,9272727273
2015,11,11,studies in the literary imagination,studies in the literary imagination,,6,,1022363636
2015,11,11,studies of passive clauses,studies of passive clauses,,0,,1064545455
2015,11,11,treadmill of crime,treadmill of crime,,3,,7909090909
2015,11,11,undervisningspraksis: profesjonalitet i skolen,undervisningspraksis: profesjonalitet i skolen,,5,,9
2015,11,11,vildanden,vildanden,,1,,2429090909
2015,11,11,woman suffrage and women,woman suffrage and women,,0,,635
2015,11,10,medical genetics,medical genetics,,7,,4023267
2015,11,10,990290956,990290956,,4,,5
2015,11,10,a theory of justice,a theory of justice,,4,,580743
2015,11,10,accidental hypothermia,accidental hypothermia,,9,,392
2015,11,10,adsl,adsl,,0,,2524
2015,11,10,aggression replacement training. a comprehensive intervention for aggressive youth,aggression replacement training a comprehensive intervention for aggressive youth,,0,,58
2015,11,10,allegory of the church: romanesque portals and their verse inscriptions,allegory of the church: romanesque portals and their verse inscriptions,,0,,14
2015,11,10,an introduction to political philosophy,an introduction to political philosophy,,5,,31615
2015,11,10,arab spring,arab spring,,1,,58242
2015,11,10,duo,duo,,0,,494951
2015,11,10,avatarpolitikk og visuell retorikk,avatarpolitikk og visuell retorikk,,0,,59
2015,11,10,"barley, s.r.",barley sr,,0,,439
2015,11,10,bisphenol a trends,bisphenol a trends,,0,,99
2015,11,10,bjørn are davidsen,bjørn are davidsen,,9,,172
2015,11,10,brian fay,brian fay,,0,,37503
2015,11,10,business source complete,business source complete,,0,,296287
2015,11,10,christian krohg,christian krohg,,0,,2454
2015,11,10,d.1.7,d17,,0,,3277777778
2015,11,10,arbeidsrett,arbeidsrett,,0,,1524777778
2015,11,10,educational research qualitative,educational research qualitative,,0,,88324
2015,11,10,ethics,ethics,,0,,1853897
2015,11,10,etikk for journalister,etikk for journalister,,0,,114
2015,11,10,hvordan organisasjoner fungerer,hvordan organisasjoner fungerer,,0,,1291
2015,11,10,geo nature,geo nature,,0,,30424
2015,11,10,"global økonomi, krise og politisk styring",global økonomi krise og politisk styring,,1,,4
2015,11,10,good girls,good girls,,0,,258304
2015,11,10,hezbollah,hezbollah,,5,,28083
2015,11,10,horizontal inequalities and conflict : understanding group violence,horizontal inequalities and conflict : understanding group violence,,0,,314
2015,11,10,journal of dental research,journal of dental research,,1,,432471
2015,11,10,kolbjørn heggstad : islandsk lærebok,kolbjørn heggstad : islandsk lærebok,,0,,3
2015,11,10,læringsmiljø klasserom*,læringsmiljø klasserom,,0,,959
2015,11,10,macroeconomics blanchard,macroeconomics blanchard,,5,,29908
2015,11,10,migration and the welfare state in europe,migration and the welfare state in europe,,1,,452
2015,11,10,mobbingens psykologi,mobbingens psykologi,,0,,81
2015,11,10,nattreisen,nattreisen,,0,,0
2015,11,10,nicomachean ethics,nicomachean ethics,,0,,95846
2015,11,10,når språket svikter,når språket svikter,,1,,89
2015,11,10,marianne hem eriksen,marianne hem eriksen,,0,,155
2015,11,10,present past terdiman,present past terdiman,,0,,5872
2015,11,10,prouty et al 1981,prouty et al 1981,,0,,1219
2015,11,10,oria,oria,,0,,63594
2015,11,10,quilter fall of the moche state,quilter fall of the moche state,,0,,75
2015,11,10,reproductive tract infections qualitative research,reproductive tract infections qualitative research,,0,,37
2015,11,10,robert putnam,robert putnam,,0,,216864
2015,11,10,sjelens vei til gud,sjelens vei til gud,,2,,537
2015,11,10,social psychology of culture,social psychology of culture,,1,,186988
2015,11,10,kvale og brinkmann,kvale og brinkmann,,0,,2612
2015,11,10,spoken language corpus and linguistic informatics,spoken language corpus and linguistic informatics,,0,,137
2015,11,10,kritisk juss,kritisk juss,,2,,3303
2015,11,10,"srimin, 2006",srimin 2006,,0,,0
2015,11,10,statsvitenskap: innføring i politisk analyse,statsvitenskap: innføring i politisk analyse,,4,,1655555556
2015,11,10,straub and lunsford,straub and lunsford,,0,,33
2015,11,10,syntactic structures revisited,syntactic structures revisited,,0,,752
2015,11,10,sosiale medier,sosiale medier,,3,,13724
2015,11,10,the allegory of the church: romanesque portals and their verse inscriptions,the allegory of the church: romanesque portals and their verse inscriptions,,0,,128
2015,11,10,the development of renewable energy sources and its significance for the environment,the development of renewable energy sources and its significance for the environment,,0,,404
2015,11,10,the fluid text. a theory of revision and editing for book and screen,the fluid text a theory of revision and editing for book and screen,,0,,20
2015,11,10,theory of justice,theory of justice,,0,,419887
2015,11,10,time and again: theoretical perspectives on formal linguistics,time and again: theoretical perspectives on formal linguistics,,0,,162
2015,11,10,transmission electron microscopy and diffractometry of materials,transmission electron microscopy and diffractometry of materials,,0,,3332
2015,11,10,tidsskrift for velferdsforskning,tidsskrift for velferdsforskning,,0,,3661
2015,11,10,verdens hellige skrifter,verdens hellige skrifter,,0,,226
2015,11,10,vinje,vinje,,0,,16966
2015,11,10,vinje på vrangen,vinje på vrangen,,0,,69
2015,11,10,völsunga saga,völsunga saga,,0,,207
2015,12,98,pubmed,pubmed,default_tab,1,83,1707991935
2015,12,64,atekst,atekst,default_tab,0,49,19375
2015,12,50,nature,nature,default_tab,3,45,141629398
2015,12,46,orientalism reconsidered,orientalism reconsidered,default_tab,3,16,2762391304
2015,12,45,nato,nato,,2,,7015468182
2015,12,42,science,science,default_tab,0,41,2585839136
2015,12,42,the politics of international law,the politics of international law,default_tab,3,16,5915366667
2015,12,39,orientalisme og omvendt orientalisme,orientalisme og omvendt orientalisme,default_tab,2,14,15
2015,12,38,konstruktivisme,konstruktivisme,,6,,3732894737
2015,12,34,cmos,cmos,default_tab,3,25,1102058529
2015,12,32,global and regional treaties,global and regional treaties,,15,,873862069
2015,12,30,lancet,lancet,default_tab,1,24,2744361333
2015,12,30,jorge amado,jorge amado,default_tab,0,17,2743
2015,12,29,spesialpedagogikk,spesialpedagogikk,default_tab,2,20,3859034483
2015,12,28,det kvalitative forskningsintervju,det kvalitative forskningsintervju,default_tab,6,21,4923928571
2015,12,28,journal of rheumatology,journal of rheumatology,default_tab,16,26,8161460714
2015,12,27,atekst,atekst,,1,,1892592593
2015,12,26,pubmed,pubmed,,0,,1562132819
2015,12,26,den norske velferdsstaten,den norske velferdsstaten,default_tab,0,20,3403846154
2015,12,26,knophs,knophs,default_tab,6,11,33
2015,12,25,92422497,92422497,alle_bibliotek,0,13,1
2015,12,24,morgenbladet,morgenbladet,default_tab,2,23,2470434783
2015,12,24,ordbok,ordbok,default_tab,0,13,247475
2015,12,23,ielts,ielts,default_tab,1,10,370826087
2015,12,22,"al-azm, sadik",al azm sadik,default_tab,1,9,2165454545
2015,12,22,fascismo italia,fascismo italia,default_tab,17,22,1225
2015,12,22,embase,embase,default_tab,0,9,5795954545
2015,12,21,assertive training sexual,assertive training sexual,default_tab,0,21,110
